position_id,party_id,statement_id,position_label,position_numeric,source_type,text_snippet,source_link
IEP0269,LP,17,Tend to disagree,-1,Latest national election manifesto of the party,"Labour will push for reform of the EU, especially reform to its fiscal rules and monetary policy to allow greater levels of public investment in climate action, to build homes, to improve public services and to create sustainable jobs. P.12",https://labour.ie/wp-content/uploads/2021/11/labour_manifesto_web.pdf
IEP0270,LP,18,Tend to agree,1,Older national or European election manifestos,"Support the implementation of a coordinated taxation of capital gains in the EU Member States...Support the European Parliament in calling for the European Commission to assess the feasibility of an excise duty on the repurchase of shares by corporations...Address the profi t-driven infl ation identified by the IMF and the ECB by continuing to support the European framework to recover windfall corporate profits, especially on the energy market...Continue the efforts to establish a Financial",https://pes.eu/wp-content/uploads/2023/11/Resolution_EN_final.pdf
IEP0271,LP,19,Tend to agree,1,Older national or European election manifestos,Transactions Tax by relaunching the enhanced cooperation process to achieve an FTT in as many Member States as possible,https://web.archive.org/web/20190530173303/https://labour.ie/download/pdf/labour_european_manifesto_2019_web.pdf
IEP0272,LP,20,Completely disagree,-2,Older national or European election manifestos,"For this reason, Quinn is determined that Ireland should get into the single currency bloc in 1999 along with the most advanced member states. “Ireland has demonstrated its capacity to qualify and it is our intention to ensure that we will qualify,” he said recently, making it clear that applied whatever happened to Ireland’s biggest single trade partner, the UK.",https://www.politico.eu/article/emus-new-architect/
IEP0273,LP,21,Completely agree,2,Older national or European election manifestos,"There needs to be real and meaningful change to European fiscal rules. We will advocate for the revision of the Fiscal Compact Treaty to ensure that States can always take strong action in the event of high unemployment or other economic crises, including climate change",https://web.archive.org/web/20190530173303/https://labour.ie/download/pdf/labour_european_manifesto_2019_web.pdf
IEP0274,LP,22,Tend to agree,1,"Recent interviews, press releases and social media communication (from party, party leader and/or leading candidates)","""Mercosur (EU-South American trade deal) stands in complete contradiction and opposition to climate measures currently being taken in the EU. It’s unfair to Irish farmers, and it’s unfair to the global climate.""",https://labour.ie/news/2024/03/28/hourigan-calls-for-mercosur-deal-to-be-put-on-the-scrap-heap/
IEP0275,LP,23,Tend to disagree,-1,Latest national election manifesto of the party,"P. 26 - Labour will seek to offer a distinctive Irish contribution rather than to take sides with any of the traditional divisions in international affairs. Labour will strongly promote adherence to human rights, democratic freedoms and international law among EU member states and in countries on Europe’s borders.",https://labour.ie/wp-content/uploads/2021/11/labour_manifesto_web.pdf
IEP0276,LP,24,Neutral,0,2024 EP election manifesto of the respective Europarty,P. 15 - We strive for a common and coordinated system for migration and asylum based on solidarity and shared responsibility.,https://pes.eu/wp-content/uploads/2024/03/2024_PES_Manifesto_EN.pdf
IEP0277,LP,25,Neutral,0,Other (please specify),"that in accordance with Article 20.7 of the PES Statute, that the Labour Party of Ireland will not be bound by the commitments [of the PES Manifesto] in the texts in ‘Article 18: Securing Europe’s place in the work’ regarding defence and NATO. Ireland is militarily neutral and our Party has a clear policy in support of Ireland’s acknowledged position. While respecting the specific security and defence policies of each EU member state, and the collective majority view of our sister parties, we cannot be bound by the proposal to implement a strong European Common Security and Defence Policy that complements NATO.",Labour Party communication with PES President
IEP0278,LP,26,Tend to agree,1,Older national or European election manifestos,"We will fully support fair common EU asylum and migration policy that will ensure effective control of EU borders while fighting human trafficking and the criminal exploitation of people, and enhancing the protection of those in need of asylum",https://web.archive.org/web/20190530173303/https://labour.ie/download/pdf/labour_european_manifesto_2019_web.pdf
IEP0279,LP,27,Tend to agree,1,"Recent interviews, press releases and social media communication (from party, party leader and/or leading candidates)","In light of Paris’s initiative, I’m calling on Government to emulate the French approach and implement heightened parking fees for SUVs in urban areas. This, together with Labour’s proposed SUV Tax measure, would incentivise sustainable transportation choices and mitigate the detrimental effects of car bloat on our environment. On the day that the European Commission is producing a roadmap on carbon neutrality, We should push the EU level to bring in size standards for private cars because if this trend continues we will supersize our way out of action on transport.",https://labour.ie/news/2024/02/06/as-paris-leads-by-example-government-need-to-tackle-car-bloat-in-cities-and-towns/
IEP0280,LP,28,Neutral,0,"Recent interviews, press releases and social media communication (from party, party leader and/or leading candidates)","Labour supports Ireland remaining a militarily neutral country, but supports ongoing aid to Ukraine. See Party Leader statement from 2023 first anniversary of the war: Deputy Bacik said: “The Labour Party stands in full solidarity with the people of Ukraine following the brutal and unprovoked Russian invasion. One year on, we continue to receive horrific, unthinkable news of the acts of aggression and brutal acts of warfare committed by Putin’s regime. Russia has displaced entire communities, destroyed their homes, and continues to put lives at risk. It is completely unacceptable. “We have to pay tribute to the immense courage and resilience of the Ukrainian people. Today, we remember the lives lost, their family, friends and communities. We stand with the people of Ukraine and we are reiterating our calls to the Irish Government to continue to condemn this horrific war, and double down on our efforts to support those fleeing Putin here in Ireland. “While we in the Labour Party have welcomed the rounds of EU sanctions and welcomed the expulsion by the Government last year of four diplomatic staff from the Russian embassy, we believe stronger measures need to be taken. “Indeed, President Zelenskyy in his address to the Oireachtas last year called on us to do that and told us our leadership can make a difference. I am renewing my call today for the expulsion of the Russian ambassador from Ireland as he continues to mount brazen denials of the truth of what is happening in Ukraine and what his government is doing to the people of Ukraine. “Putin has shown that he wants to wipe Ukraine off the map. He wants to abolish Ukraine’s culture and its history. He must fail and he will fail. We are a militarily neutral country, and we are very proud in the Labour Party of defending our military neutrality, but we must not and cannot be politically neutral in the face of this brutal aggression from the Russian leadership. “Ireland should be proud at the immense solidarity and generosity communities have shown in welcoming the 77,000 Ukrainian refugees who have come to our shores. The Government needs to show a more co-ordinated approach in meeting the needs of refugees in the communities that are welcoming them. We need a strong public information campaign. “We stand with Ukraine. We stand with Ukraine in Ireland. Slava Ukraini.”",https://labour.ie/news/2023/02/24/labour-stands-in-solidarity-with-ukrainian-people-on-first-anniversary-of-war/
